2026-05-04 11:25:58,928 | INFO | text → /Users/noamfuchs/Desktop/MY BRAIN/inbox/2026-05-04-112558-tg.md
2026-05-04 11:26:31,840 | INFO | text → /Users/noamfuchs/Desktop/MY BRAIN/inbox/2026-05-04-112631-tg.md
2026-05-04 11:27:23,090 | INFO | text → /Users/noamfuchs/Desktop/MY BRAIN/inbox/2026-05-04-112723-tg.md
2026-05-04 11:32:07,491 | INFO | telegram-bot starting; brain=/Users/noamfuchs/Desktop/MY BRAIN allowed_chat=6586838913
2026-05-04 11:33:47,178 | INFO | text → /Users/noamfuchs/Desktop/MY BRAIN/inbox/2026-05-04-113347-tg.md
2026-05-04 11:33:47,179 | INFO | → claude: U here ?
2026-05-04 11:34:33,044 | INFO | telegram-bot starting; brain=/Users/noamfuchs/Desktop/MY BRAIN allowed_chat=6586838913
2026-05-04 11:36:11,766 | INFO | text → /Users/noamfuchs/Desktop/MY BRAIN/inbox/2026-05-04-113611-tg.md
2026-05-04 11:36:11,767 | INFO | → claude: U here?
2026-05-04 11:36:18,642 | ERROR | claude empty stdout; stderr: Error: Input must be provided either through stdin or as a prompt argument when using --print
2026-05-04 11:40:31,631 | INFO | telegram-bot starting; brain=/Users/noamfuchs/Desktop/MY BRAIN allowed_chat=6586838913
2026-05-04 11:42:11,638 | INFO | telegram-bot starting; brain=/Users/noamfuchs/Desktop/MY BRAIN allowed_chat=6586838913
2026-05-04 11:42:30,720 | INFO | text → /Users/noamfuchs/Desktop/MY BRAIN/inbox/2026-05-04-114230-tg.md
2026-05-04 11:42:30,721 | INFO | → claude: מושלם
2026-05-04 11:42:48,730 | INFO | text → /Users/noamfuchs/Desktop/MY BRAIN/inbox/2026-05-04-114248-tg.md
2026-05-04 11:42:48,731 | INFO | → claude: תגיד אתה עובד בעצם על החשבון שלי בקלוד? אם על api שאני משלם עליו?
2026-05-04 11:43:21,883 | INFO | text → /Users/noamfuchs/Desktop/MY BRAIN/inbox/2026-05-04-114321-tg.md
2026-05-04 11:43:21,884 | INFO | → claude: אז בעצם אתה עובד רק כשהמחשב שלי דולק ?
2026-05-04 11:44:36,671 | INFO | text → /Users/noamfuchs/Desktop/MY BRAIN/inbox/2026-05-04-114436-tg.md
2026-05-04 11:44:36,672 | INFO | → claude: אמממממ מה אתה ממליץ? הייתי רוצה להיות יכול לדבר עם הבוט גם כשהמחשב שלי לא דולק
2026-05-04 11:46:20,439 | INFO | text → /Users/noamfuchs/Desktop/MY BRAIN/inbox/2026-05-04-114620-tg.md
2026-05-04 11:46:20,440 | INFO | → claude: מה זה הלהשאיר את המק ער כל הזמן?
2026-05-04 11:56:23,711 | INFO | telegram-bot starting; brain=/Users/noamfuchs/Desktop/MY BRAIN allowed_chat=6586838913
2026-05-04 12:02:02,856 | INFO | text → /Users/noamfuchs/Desktop/MY BRAIN/inbox/2026-05-04-120202-tg.md
2026-05-04 12:02:02,857 | INFO | → claude: אתה יכול להבין גם הקלטות קוליות?
2026-05-04 12:04:03,293 | INFO | text → /Users/noamfuchs/Desktop/MY BRAIN/inbox/2026-05-04-120403-tg.md
2026-05-04 12:04:03,297 | INFO | → claude: כן
2026-05-04 12:04:53,306 | INFO | text → /Users/noamfuchs/Desktop/MY BRAIN/inbox/2026-05-04-120453-tg.md
2026-05-04 12:04:53,307 | INFO | → claude: שאלת אם אני רוצה שתבדוק אם הבוט כבר מתמלל הודעות קוליות אם להוסיף את היכולת
2026-05-04 12:06:18,154 | INFO | text → /Users/noamfuchs/Desktop/MY BRAIN/inbox/2026-05-04-120618-tg.md
2026-05-04 12:06:18,155 | INFO | → claude: תחליט אתה ותבצע אני לא רוצה דברים שעולים כסף בכלל כרגע, בנוסף אני רוצה שתוכל להיות עם קונטקסט לשיחה שלנו כל הזמן
2026-05-04 12:10:11,566 | INFO | telegram-bot starting; brain=/Users/noamfuchs/Desktop/MY BRAIN allowed_chat=6586838913
2026-05-04 12:10:11,851 | INFO | text → /Users/noamfuchs/Desktop/MY BRAIN/inbox/2026-05-04-121011-tg.md
2026-05-04 12:10:11,852 | INFO | → claude: תחליט אתה ותבצע אני לא רוצה דברים שעולים כסף בכלל כרגע, בנוסף אני רוצה שתוכל להיות עם קונטקסט לשיחה שלנו כל הזמן
2026-05-04 12:11:00,709 | INFO | telegram-bot starting; brain=/Users/noamfuchs/Desktop/MY BRAIN allowed_chat=6586838913
2026-05-04 12:11:00,970 | INFO | text → /Users/noamfuchs/Desktop/MY BRAIN/inbox/2026-05-04-121100-tg.md
2026-05-04 12:11:00,971 | INFO | → claude: תחליט אתה ותבצע אני לא רוצה דברים שעולים כסף בכלל כרגע, בנוסף אני רוצה שתוכל להיות עם קונטקסט לשיחה שלנו כל הזמן
2026-05-04 14:25:15,391 | WARNING | network error: HTTPSConnectionPool(host='api.telegram.org', port=443): Read timed out. (read timeout=60); retrying in 5s
2026-05-04 14:33:56,032 | WARNING | network error: HTTPSConnectionPool(host='api.telegram.org', port=443): Read timed out. (read timeout=60); retrying in 5s
2026-05-04 14:34:01,560 | INFO | text → /Users/noamfuchs/Desktop/MY BRAIN/inbox/2026-05-04-143401-tg.md
2026-05-04 14:34:01,560 | INFO | → claude: אתה פה ?
2026-05-04 14:37:23,231 | WARNING | network error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); retrying in 5s
2026-05-04 14:51:55,346 | WARNING | network error: HTTPSConnectionPool(host='api.telegram.org', port=443): Max retries exceeded with url: /bot8563488313:AAFvoatCbPTj3oNs4ANYbyk_cSOsA7qTGkk/getUpdates?offset=291859000&timeout=30 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x105df5d10>, 'Connection to api.telegram.org timed out. (connect timeout=60)')); retrying in 5s
2026-05-04 15:14:46,714 | WARNING | network error: HTTPSConnectionPool(host='api.telegram.org', port=443): Read timed out. (read timeout=60); retrying in 5s
2026-05-04 15:14:51,877 | WARNING | network error: HTTPSConnectionPool(host='api.telegram.org', port=443): Max retries exceeded with url: /bot8563488313:AAFvoatCbPTj3oNs4ANYbyk_cSOsA7qTGkk/getUpdates?offset=291859000&timeout=30 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x105df5950>: Failed to resolve 'api.telegram.org' ([Errno 8] nodename nor servname provided, or not known)")); retrying in 5s
